Gender;Weight;Size;Eyes;Hair;Shoesize;Mathgrade;Germangrade;Englishgrade;Smoker;EduMother;SizeMother;SmokeMother;EduFather;SizeFather;SmokeFather;ZodiacSign
male;63;170;graygreen;darkbrown;42;2;2;1;no;Degree;160;no;Degree;186;no;Gemini
male;63;183;blue;darkbrown;44;;3;2;no;Secondary;164;no;Secondary;181;no;Aries
male;75;195;brown;brown;45;1;3;4;no;Secondary;160;no;Secondary;180;no;Libra
male;70;177;blue;brown;43;2;3;3;no;Upper Secondary;158;no;Secondary;176;no;Taurus
male;74;185;brown;darkbrown;43;3;3;1;no;Upper Secondary;170;no;Degree;180;yes;Cancer
male;74;186;blue;blonde;47;4;4;4;no;Degree;169;no;Upper Secondary;178;yes;
male;79;183;brown;brown;43;2;2;4;yes;Secondary;165;no;Upper Secondary;180;no;Aquarius
male;63;190;blue;brown;44;2;1;2;no;Secondary;168;no;Secondary;177;no;Sagittarius
female;68;173;brown;blonde;41;;;3;no;Secondary;169;no;Secondary;175;no;Pisces
male;75;187;green;brown;45;1;1;1;no;Upper Secondary;168;no;Upper Secondary;183;no;Taurus
male;80;181;brown;brown;44;1;2;3;no;Upper Secondary;165;no;Degree;175;no;Capricorn
male;75;178;blue;blonde;46;1;1;1;no;Secondary;159;no;Upper Secondary;172;no;Gemini
male;72;178;blue;blonde;42;2;3;1;no;Degree;165;no;Degree;168;no;Aquarius
male;62;169;blue;brown;42;1;1;1;no;Degree;162;no;Degree;170;no;Capricorn
male;70;175;green;red;42;3;4;3;yes;Upper Secondary;169;no;Upper Secondary;185;yes;Virgo
female;64;163;bluegreen;darkbrown;39;1;1;1;no;Secondary;158;no;Secondary;178;yes;Gemini
male;65;178;bluegray;brown;41;;3;2;yes;Secondary;;no;Secondary;;no;Taurus
female;64;175;greenbrown;brown;39;1;1;2;no;Upper Secondary;167;no;Secondary;180;no;Cancer
male;85;185;bluegreen;brown;46;;4;;no;Secondary;170;no;Secondary;175;no;Aquarius
male;67;181;darkbrown;brown;42;;2;;no;Upper Secondary;170;no;Upper Secondary;178;no;Cancer
male;70;178;green;;42;;2;2;no;Degree;;;Degree;;;Libra
male;70;180;brown;brown;41;3;2;1;yes;Degree;162;no;Degree;180;no;Gemini
female;52;164;green;blonde;40;3;3;4;no;Upper Secondary;171;yes;Degree;183;no;Libra
female;58;171;blue;blonde;39;;1;;no;Degree;164;no;Upper Secondary;192;no;Scorpio
male;63;175;brown;brown;42;;;;no;Secondary;170;no;Secondary;185;no;Cancer
male;72;179;blue;blonde;46;2;1;1;no;Upper Secondary;172;yes;Degree;178;no;Aquarius
female;54;171;graygreen;brown;40;1;3;2;yes;Secondary;172;no;Secondary;171;yes;Libra
female;58;165;green;darkblonde;39;4;3;2;yes;Secondary;170;no;Degree;170;no;Virgo
female;68;172;green;blonde;38;3;2;2;yes;Secondary;175;yes;Upper Secondary;185;yes;Sagittarius
male;62;178;brown;brown;41;1;;;no;Degree;157;no;Degree;175;no;Libra
female;54;164;green;brown;38;1;3;2;no;Secondary;161;no;Upper Secondary;170;no;Cancer
male;68;183;brown;darkbrown;44;1;1;1;no;Upper Secondary;170;no;Secondary;172;no;Libra
male;84;184;brown;brown;46;2;1;1;yes;Degree;164;no;Degree;186;no;Capricorn
female;63;163;green;blonde;38;2;4;3;no;Secondary;165;no;Secondary;174;no;Sagittarius
male;68;182;brown;black;43;;;;;Upper Secondary;162;;Degree;175;;Virgo
female;45;163;green;blonde;38;1;4;1;no;Secondary;168;no;Secondary;175;no;Sagittarius
male;70;180;brown;brown;42;3;3;3;yes;Secondary;165;yes;Upper Secondary;186;no;
male;62;178;brown;brown;42;2;1;2;yes;Upper Secondary;170;no;Secondary;175;yes;
female;60;170;blue;blonde;37;2;2;2;no;;170;;Upper Secondary;180;no;
female;64;173;blue;blonde;40;3;4;4;no;Degree;164;yes;;;;Virgo
male;70;177;blue;blonde;43;1;3;4;no;Secondary;165;no;Upper Secondary;174;no;Aries
female;55;169;blue;blonde;38;2;4;3;no;Upper Secondary;165;no;Secondary;;no;Taurus
female;49;159;blue;lightbrown;37;1;1;;yes;Degree;160;no;Degree;175;no;
female;69;168;green;darkblonde;39;3;2;1;yes;Degree;164;no;Degree;175;no;Taurus
female;55;170;blue;brown;40;2;2;2;yes;Secondary;163;no;Secondary;175;no;Pisces
female;67;175;blue;red;39;3;1;2;yes;Secondary;163;no;Secondary;185;yes;Virgo
female;58;176;green;brown;42;4;2;2;no;Degree;175;no;Upper Secondary;180;no;Pisces
male;88;195;brown;lightbrown;45;1;2;2;no;Secondary;172;no;Secondary;185;no;Sagittarius
male;55;168;brown;brown;41;2;4;2;yes;Upper Secondary;160;no;Upper Secondary;165;yes;Aries
male;70;192;green;brown;47;;2;;yes;Degree;163;no;Degree;184;no;Gemini
male;75;;black;black;44;;;;no;Secondary;;no;Degree;;no;Gemini
male;68;175;bluegreengray;blonde;42;4;3;3;yes;Secondary;;no;Secondary;;no;Pisces
male;70;175;gray;blonde;41;1;1;1;no;Upper Secondary;160;no;Degree;180;no;Capricorn
male;76;180;bluegray;blonde;45;1;1;1;no;Secondary;172;no;Upper Secondary;180;no;Aquarius
female;75;176;blue;blonde;41;1;1;1;no;Degree;172;no;Degree;185;no;Leo
male;77;175;brown;brown;43;4;3;3;no;Upper Secondary;170;no;Upper Secondary;176;yes;Cancer
female;56;160;blue;blonde;37;;2;1;no;Secondary;156;no;Secondary;170;no;Cancer
male;62;178;brown;brown;42;2;1;2;yes;Upper Secondary;170;no;Secondary;175;yes;
female;60;178;brown;brown;39;2;1;1;no;Degree;165;no;Degree;178;no;
male;73;174;gray;darkblonde;43;1;1;1;no;Degree;165;no;Degree;172;no;Taurus
male;74;177;bluegray;darkblonde;41;1;1;3;no;Upper Secondary;168;no;Secondary;173;no;Aquarius
male;73;176;brown;brown;44;3;4;2;no;Upper Secondary;160;no;Upper Secondary;170;no;
male;80;180;brown;gray;43;1;1;1;no;Degree;160;no;Upper Secondary;;no;
male;87;195;blue;darkblonde;45;3;3;4;no;Upper Secondary;175;no;Secondary;184;yes;Gemini
male;62;173;blue;darkblonde;43;4;1;3;no;;165;no;;175;yes;Taurus
female;49;174;brown;brown;39;2;3;4;yes;Upper Secondary;165;no;Degree;180;yes;Taurus
male;68;174;brown;brown;43;;;;yes;Secondary;165;no;Degree;170;no;Virgo
male;66;177;brown;brown;44;1;1;1;no;Secondary;161;no;Secondary;166;no;Gemini
male;68;169;blue;brown;43;1;3;3;yes;Secondary;164;no;Secondary;176;no;Capricorn
male;98;187;bluegray;;44;4;3;4;yes;Degree;;no;Upper Secondary;;yes;Virgo
male;62;180;brown;brown;42;;;;no;Secondary;170;no;Upper Secondary;175;no;Leo
male;85;186;brown;brown;42;2;2;4;no;Secondary;170;no;Secondary;180;no;Aquarius
female;63;168;bluegreen;blonde;40;1;1;1;no;Secondary;164;no;Secondary;176;no;Capricorn
male;81;184;blue;brown;42;3;4;3;no;Upper Secondary;170;yes;Degree;178;no;Leo
male;86;185;gray;brown;45;3;2;2;no;Upper Secondary;155;no;Degree;184;no;Pisces
male;70;180;gray;darkblonde;43;3;2;2;no;Upper Secondary;155;no;Upper Secondary;178;no;Leo
male;80;187;green;brown;46;3;3;3;no;Secondary;;no;Secondary;;yes;
male;68;174;darkbrown;brown;43;2;4;4;yes;Secondary;164;no;Degree;175;no;Cancer
male;95;186;brown;brown;46;;3;3;yes;Secondary;162;yes;Secondary;183;yes;Leo
male;62;178;brown;brown;42;2;1;2;yes;Upper Secondary;169;no;Secondary;175;yes;Cancer
female;50;175;brown;brown;39;2;3;4;yes;Upper Secondary;165;no;Degree;180;yes;Taurus
female;60;168;brown;brown;40;4;4;4;no;Secondary;167;yes;Secondary;186;yes;Taurus
male;78;178;blue;lightbrown;43;4;3;4;no;Upper Secondary;163;no;Degree;174;no;Pisces
male;74;185;blue;blonde;47;4;4;4;no;Degree;169;no;Upper Secondary;178;yes;Aries
male;75;185;bluegray;brown;45;4;4;4;no;Upper Secondary;162;yes;Degree;178;no;Leo
female;40;168;blue;brown;37;2;2;3;yes;Secondary;170;yes;Secondary;185;yes;Virgo
male;85;184;green;brown;45;4;3;3;yes;Upper Secondary;165;no;Degree;170;no;Aquarius
male;80;190;graygreen;brown;44;3;1;2;no;Secondary;174;no;Secondary;176;no;Gemini
male;92;184;blue;blonde;45;2;3;3;no;Secondary;162;no;Secondary;180;no;Pisces
male;83;182;brown;brown;44;3;4;4;no;Upper Secondary;170;yes;Upper Secondary;170;no;Aries
male;65;179;darkbrown;black;44;1;1;1;no;Upper Secondary;173;no;Degree;175;no;Scorpio
male;65;180;green;brown;44;2;2;2;yes;Secondary;152;no;Secondary;173;yes;Sagittarius
male;76;183;blue;blonde;43;3;2;2;yes;Secondary;175;no;Upper Secondary;180;no;Pisces
male;60;180;brown;brown;42;2;2;3;no;Upper Secondary;165;no;Degree;185;no;Virgo
male;85;190;blue;darkblonde;45;;1;1;no;Upper Secondary;174;no;Upper Secondary;180;yes;Gemini
male;74;185;brown;brown;45;;2;2;yes;Secondary;164;no;Secondary;180;no;Gemini
male;68;178;brown;darkbrown;42;4;1;2;no;Secondary;155;yes;Degree;160;no;Taurus
male;82;185;blue;darkblonde;45;;1;;no;Upper Secondary;175;no;Secondary;180;yes;Leo
male;75;180;greenbrown;brown;44;3;4;3;no;Secondary;158;no;Secondary;173;no;Sagittarius
male;72;181;bluegray;lightbrown;44;2;2;1;yes;Upper Secondary;167;no;Degree;175;no;Cancer
male;75;177;brown;black;42;2;2;;yes;;;no;Secondary;;no;Virgo
male;65;173;blue;brown;43;3;3;3;yes;Upper Secondary;165;no;Degree;185;no;Pisces
male;73;180;greenbrown;brown;45;1;2;3;no;Degree;168;no;Degree;180;no;Libra
male;66;172;brown;brown;42;3;4;4;yes;Secondary;162;no;Degree;174;no;Cancer
male;72;176;brown;brown;42;2;4;4;yes;Secondary;165;yes;Secondary;185;yes;Libra
male;62;164;blue;brown;41;;2;4;no;Degree;175;no;Degree;180;yes;Gemini
male;118;199;blue;brown;47;2;3;3;no;Upper Secondary;175;no;Degree;189;yes;Taurus
female;52;168;brown;brown;39;1;1;2;no;Secondary;169;no;Secondary;175;yes;Aries
male;70;179;blue;brown;44;1;2;2;yes;Upper Secondary;170;yes;Degree;175;no;Aquarius
female;63;175;greenbrown;brown;39;1;1;2;no;Upper Secondary;168;no;Secondary;180;no;Cancer
female;54;171;graygreen;brown;40;1;3;2;yes;Secondary;172;no;Secondary;;yes;Libra
male;73;176;brown;red;44;3;4;2;no;Upper Secondary;160;no;Upper Secondary;170;no;Aries
male;75;179;blue;blonde;45;1;1;1;no;Secondary;159;no;Upper Secondary;172;no;Gemini
male;70;182;brown;black;44;1;1;1;no;Degree;162;yes;Degree;175;no;Libra
female;45;156;brown;brown;36;3;1;1;;;;;;;;Scorpio
male;65;174;graygreen;brown;45;2;2;1;no;Degree;165;no;Degree;170;no;Taurus
male;72;185;blue;brown;43;2;2;1;no;Upper Secondary;176;no;Upper Secondary;178;no;Gemini
female;46;168;brown;darkbrown;36;;2;1;yes;Upper Secondary;168;yes;Degree;174;no;Leo
female;62;167;brown;brown;40;1;1;1;no;Degree;163;no;Degree;175;no;Virgo
male;120;187;brown;black;46;;4;;no;Secondary;158;no;Secondary;170;no;Taurus
female;68;167;green;blonde;39;3;3;1;no;Upper Secondary;165;no;Upper Secondary;182;no;Gemini
female;52;160;blue;red;38;1;3;1;yes;Secondary;155;no;Upper Secondary;170;no;Leo
male;64;182;blue;darkblonde;44;4;3;1;no;Secondary;164;no;Degree;180;no;Sagittarius
female;54;163;green;brown;38;2;2;2;yes;Secondary;170;no;Degree;180;yes;Libra
male;65;176;blue;blonde;42;2;1;4;no;Upper Secondary;165;no;Degree;182;no;Aries
female;68;173;brown;black;41;;;3;no;Secondary;170;no;Secondary;175;no;Pisces
male;69;185;green;brown;44;1;4;3;no;Secondary;165;no;Secondary;175;no;Taurus
male;55;170;bluegreen;brown;42;;;;yes;Secondary;170;no;Upper Secondary;185;no;Cancer
male;82;178;brown;black;43;1;3;3;no;Upper Secondary;161;yes;Secondary;173;no;Leo
male;72;179;bluegreen;black;43;2;1;1;no;Upper Secondary;165;no;Secondary;178;no;Taurus
male;70;172;brown;brown;41;3;2;3;yes;Secondary;163;no;Secondary;177;no;Leo
male;65;185;brown;brown;43;2;3;3;yes;Upper Secondary;169;;Degree;179;no;Aquarius
male;75;167;blue;black;42;3;2;2;yes;Secondary;165;no;Secondary;170;no;Libra
male;78;178;blue;blonde;45;2;3;;no;Degree;;no;Secondary;;no;Aquarius
male;65;182;gray;darkbrown;42;;2;2;no;Secondary;165;no;Secondary;175;no;Cancer
male;85;185;blue;darkblonde;44;1;1;2;no;Secondary;164;no;Secondary;187;no;Libra
female;55;163;brown;darkbrown;38;3;1;1;yes;Upper Secondary;164;no;Secondary;172;no;Pisces
male;83;190;bluegray;darkblonde;44;2;4;3;no;Secondary;175;no;Degree;188;no;Cancer
male;;;;;;;1;;no;;;;;;;
male;72;185;green;brown;45;2;3;1;no;Upper Secondary;165;no;Degree;175;yes;Leo
male;68;182;green;brown;43;3;4;3;no;Secondary;172;no;Upper Secondary;172;no;Pisces
male;73;178;blue;brown;43;;4;;yes;Secondary;160;yes;Upper Secondary;174;no;Leo
male;93;182;brown;blonde;45;3;3;4;no;Upper Secondary;168;yes;Degree;182;no;Capricorn
male;77;186;blue;darkbrown;45;2;3;;no;Secondary;160;no;Degree;186;no;Aries
male;74;181;blue;brown;46;1;2;1;no;Upper Secondary;;no;Degree;;no;Taurus
male;68;164;brown;brown;41;3;3;;yes;Secondary;160;no;Secondary;170;no;Taurus
male;60;173;brown;brown;44;4;4;3;no;Upper Secondary;158;no;Secondary;170;no;Virgo
male;80;176;blue;blonde;43;2;2;3;yes;Upper Secondary;160;yes;Upper Secondary;170;no;Libra
female;70;168;brown;brown;39;;1;1;no;Secondary;158;no;Secondary;186;no;Scorpio
female;72;176;blue;darkblonde;42;;3;;yes;Upper Secondary;162;no;Secondary;179;yes;Capricorn
male;73;185;green;brown;45;1;2;3;yes;Secondary;160;no;Upper Secondary;190;no;Capricorn
male;60;185;brown;darkbrown;45;4;2;3;no;Secondary;165;no;Secondary;175;no;Aries
female;55;172;green;bald;38;3;2;2;no;Upper Secondary;165;no;Upper Secondary;180;no;Pisces
male;67;177;brown;darkbrown;44;3;2;1;no;Degree;160;no;Degree;172;no;Aries
male;67;178;bluebrown;brown;45;2;;2;no;Secondary;170;no;Secondary;183;no;Gemini
male;85;170;brown;black;41;3;;2;no;Upper Secondary;;no;Secondary;;no;Scorpio
female;65;168;blue;brown;38;2;3;3;yes;Upper Secondary;168;no;Secondary;190;no;Sagittarius
male;62;178;brown;black;42;;;;no;Upper Secondary;158;no;Upper Secondary;170;no;Cancer
female;63;172;blue;darkblonde;39;3;1;1;no;Secondary;174;no;Upper Secondary;182;no;Scorpio
male;68;183;blue;blonde;43;1;;3;no;Degree;169;no;Degree;176;no;Leo
male;58;170;brown;brown;42;4;3;4;yes;Upper Secondary;165;no;Secondary;187;no;Sagittarius
female;54;166;bluegray;lightbrown;40;2;3;;no;Upper Secondary;169;no;Degree;182;no;Scorpio
male;78;180;brown;black;45;2;2;4;yes;Upper Secondary;170;no;Upper Secondary;175;yes;Pisces
male;66;178;brown;black;41;1;2;2;no;Degree;169;no;Secondary;176;no;Gemini
male;68;180;brown;brown;43;2;1;2;no;Degree;175;no;Degree;185;no;Scorpio
male;67;172;green;brown;42;3;;1;no;Degree;165;no;Degree;180;no;Libra
male;67;183;brown;brown;42;2;1;1;no;Degree;167;no;Degree;182;yes;Libra
male;70;180;blue;brown;41;2;2;;no;Degree;169;no;Degree;176;no;Gemini
male;64;182;blue;brown;43;1;1;1;yes;Upper Secondary;160;yes;Upper Secondary;176;no;Libra
male;66;187;blue;blonde;43;1;3;3;no;Secondary;;no;Upper Secondary;;no;Aquarius
male;65;187;brown;black;43;3;2;2;yes;Secondary;;no;Secondary;;no;Taurus
male;70;176;brown;brown;42;1;1;2;no;Degree;155;;Degree;173;no;Aries
male;74;188;brown;blondebrown;46;2;3;2;no;Degree;165;no;Degree;185;no;
male;75;180;blue;brown;44;2;1;2;no;Degree;170;no;Secondary;175;no;Libra
male;85;187;brown;brown;44;;;;no;Upper Secondary;172;no;Degree;175;no;Pisces
male;76;184;greenbrown;blonde;;3;2;3;yes;Secondary;181;no;Secondary;183;no;Aquarius
male;78;178;graygreen;black;44;4;1;3;yes;Secondary;160;no;Upper Secondary;162;no;Aries
male;65;175;bluegray;darkblonde;43;1;1;1;no;Upper Secondary;160;no;Degree;188;no;Aries
female;53;163;blue;blonde;39;;1;;no;Upper Secondary;162;no;Degree;173;no;
male;70;183;blue;brown;43;3;4;3;no;Upper Secondary;;;Upper Secondary;;no;Taurus
male;70;165;brown;brown;40;3;3;3;no;Degree;160;no;Degree;163;no;Cancer
female;63;165;greenbrown;brown;38;;3;3;no;;;no;;;no;
male;84;183;brown;darkbrown;48;2;1;1;no;Secondary;163;no;;185;no;
female;62;168;blue;brown;39;2;1;2;no;Upper Secondary;164;yes;Degree;185;yes;Aquarius
female;64;167;blue;blonde;38;3;2;1;no;Upper Secondary;163;no;Degree;174;yes;Sagittarius
male;62;176;brown;brown;42;2;2;;no;Secondary;168;no;Upper Secondary;175;no;Cancer
male;61;181;blue;blonde;44;4;4;3;yes;Secondary;165;yes;Secondary;180;yes;Gemini
male;72;183;bluegreen;blonde;43;1;2;;yes;Secondary;165;no;Degree;179;no;Capricorn
male;110;190;graygreen;brown;46;4;3;2;no;Secondary;168;yes;Upper Secondary;175;yes;Aries
male;66;181;blue;brown;43;1;1;2;no;Upper Secondary;158;no;Upper Secondary;168;no;Taurus
female;51;159;brown;brown;40;1;1;1;no;Degree;165;no;Degree;169;no;Leo
male;58;176;blue;brown;42;1;2;1;no;Secondary;156;yes;Secondary;178;no;Leo
male;75;184;bluegreen;brown;44;2;2;3;yes;Upper Secondary;164;no;Secondary;170;no;Sagittarius
male;67;181;bluegray;brown;44;1;;1;no;Upper Secondary;156;no;Degree;175;no;Gemini
male;58;175;brown;lightbrown;39;1;1;2;yes;Secondary;170;no;Secondary;175;no;Aquarius
male;86;191;blue;brown;43;3;4;4;no;Secondary;170;no;Secondary;180;no;Capricorn
male;70;168;green;brown;42;;;;no;Degree;;no;Degree;;no;Aries
female;60;164;brown;blonde;39;1;1;1;no;Degree;164;no;Degree;189;no;Libra
male;69;181;brown;brown;45;2;2;2;no;Upper Secondary;165;no;Upper Secondary;185;no;Cancer
male;78;182;black;black;45;4;4;3;yes;Upper Secondary;;no;Degree;;no;
male;70;177;blue;darkbrown;42;2;4;4;no;Secondary;171;no;Secondary;178;no;Virgo
male;75;191;brown;brown;45;2;1;2;no;Degree;173;no;Degree;183;yes;Scorpio
male;66;170;brown;brown;42;;1;;yes;Upper Secondary;155;no;Secondary;167;no;Aries
female;52;164;green;blonde;37;1;2;2;no;Degree;171;no;Degree;182;no;Libra
female;55;168;bluegreen;blonde;39;2;1;1;yes;Degree;170;no;Degree;174;no;Leo
female;60;164;brown;brown;38;;1;3;no;Secondary;165;no;Secondary;192;no;Taurus
male;75;175;bluegray;brown;44;2;1;;no;Upper Secondary;165;no;Upper Secondary;172;yes;Aquarius
male;80;180;brown;brown;44;3;4;4;no;Secondary;165;no;Secondary;170;no;Scorpio
male;85;175;blue;blonde;42;2;1;;no;Secondary;163;no;Upper Secondary;185;no;Virgo
female;75;169;brown;darkblonde;37;3;4;2;yes;Secondary;164;no;Secondary;172;no;Leo
male;66;177;blue;brown;42;;2;1;yes;Secondary;165;no;Secondary;182;no;Virgo
male;66;165;brown;black;41;4;3;2;no;Secondary;155;yes;Upper Secondary;171;no;Pisces
female;54;163;blue;blonde;37;1;2;;no;Secondary;157;yes;Secondary;182;yes;Virgo
male;75;170;bluegray;darkbrown;41;3;3;2;yes;Degree;165;no;Degree;170;no;Gemini
male;70;182;brown;brown;42;3;4;4;yes;Upper Secondary;170;no;Degree;185;no;Capricorn
male;66;190;green;brown;45;2;1;1;no;Degree;165;no;Upper Secondary;180;no;Taurus
male;74;174;blue;darkblonde;42;3;2;2;no;Secondary;165;no;Upper Secondary;172;no;
female;65;170;brown;brown;40;4;2;3;no;Secondary;;no;Degree;;no;Capricorn
male;71;175;brown;brown;43;3;1;2;no;Upper Secondary;162;yes;;172;no;Gemini
male;78;182;brown;darkbrown;43;2;2;2;no;Upper Secondary;165;no;Upper Secondary;173;no;
male;70;178;brown;brown;41;2;1;2;no;Upper Secondary;174;no;Secondary;173;no;
male;83;185;brown;brown;46;3;4;4;no;Secondary;165;no;Secondary;167;no;Sagittarius
male;65;178;brown;brown;43;3;3;2;no;Degree;;no;Degree;;no;Leo
male;63;182;blue;darkblonde;43;;1;1;no;Secondary;166;no;Upper Secondary;182;no;Taurus
male;80;188;blue;brown;46;3;4;4;no;Secondary;;yes;Secondary;;yes;Taurus
male;84;185;blue;blonde;44;2;2;1;yes;Degree;165;no;Degree;187;no;Scorpio
male;75;195;green;blonde;46;3;4;2;no;Secondary;178;yes;Secondary;188;yes;Leo
female;58;170;green;red;38;4;3;3;yes;Secondary;158;no;Secondary;175;yes;Taurus
male;85;184;blue;darkbrown;43;2;4;3;no;Secondary;165;no;Upper Secondary;170;no;Capricorn
male;85;185;green;blonde;45;1;1;1;no;Upper Secondary;170;no;Degree;190;no;
female;60;176;brown;brown;41;;3;3;no;Secondary;160;no;Secondary;180;no;Capricorn
female;;170;blue;darkbrown;42;1;3;3;no;Secondary;155;yes;Secondary;175;no;Capricorn
male;73;180;brown;lightbrown;43;1;2;1;no;Degree;170;no;Degree;175;no;Libra
male;67;187;blue;brown;43;3;2;1;no;Upper Secondary;175;no;Upper Secondary;178;no;Gemini
female;62;173;blue;blonde;40;1;1;2;no;Upper Secondary;175;no;Degree;191;no;Aries
female;56;165;brown;brown;40;1;3;3;no;Secondary;;no;Secondary;;no;Aquarius
male;125;190;green;black;46;2;3;;yes;Secondary;154;no;Secondary;170;yes;Leo
male;90;189;bluegray;brown;45;2;3;4;no;Upper Secondary;;no;Secondary;;no;Pisces
male;65;180;green;black;42;4;2;3;no;Degree;;no;Degree;;no;Taurus
male;85;190;blue;lightbrown;44;1;1;3;no;Secondary;162;no;Secondary;172;no;Aries
male;71;170;turquoise;brown;42;3;1;2;no;Degree;160;no;Degree;165;no;Cancer
female;58;173;brown;brown;40;2;1;2;no;Upper Secondary;172;no;Degree;182;no;Aries
male;80;185;blue;blonde;43;2;2;3;yes;Upper Secondary;;no;Degree;;no;Leo
male;84;187;blue;brown;43;2;3;3;no;Degree;173;no;Degree;187;no;Virgo
male;80;192;brown;brown;43;4;2;;no;Secondary;;no;Degree;182;no;Libra
female;60;164;blue;lightbrown;40;;1;3;yes;Secondary;158;yes;Upper Secondary;;no;Gemini
male;65;183;brown;brown;46;1;1;2;no;Degree;170;no;Degree;180;no;Aries
male;80;170;blue;brown;42;1;1;3;no;Upper Secondary;165;yes;Upper Secondary;175;yes;Aries
male;67;179;blue;darkblonde;43;3;2;1;no;Degree;165;no;Degree;178;no;Sagittarius
male;72;181;brown;blonde;42;;3;3;no;Secondary;165;no;Secondary;175;no;
male;75;183;blue;blonde;43;4;3;2;no;Upper Secondary;163;no;Secondary;180;no;Aquarius
female;59;168;graygreen;blonde;40;1;1;1;no;Secondary;164;no;Secondary;176;no;Capricorn
female;60;170;green;darkblonde;40;1;1;1;no;Upper Secondary;165;no;Degree;;no;Scorpio
female;50;163;brown;brown;36;2;4;2;yes;Upper Secondary;164;yes;Degree;179;yes;
male;65;185;brown;brown;44;1;2;1;yes;Upper Secondary;168;no;Degree;183;no;Virgo
male;65;178;brown;brown;42;1;;;no;Secondary;170;no;Secondary;180;yes;Leo
female;68;172;brown;lightbrown;38;1;4;;no;Upper Secondary;169;no;Degree;182;no;Capricorn
female;65;169;bluegreen;blonde;39;;;;yes;Upper Secondary;168;;;190;yes;Scorpio
female;62;174;green;brown;39;1;1;2;no;Upper Secondary;160;no;Secondary;180;no;Cancer
male;60;182;blue;blondebrown;43;;1;2;no;Secondary;160;no;Secondary;186;yes;Scorpio
female;48;151;bluegray;blonde;36;2;4;2;yes;Upper Secondary;167;no;Upper Secondary;171;no;Cancer
male;71;170;green;lightbrown;43;3;3;2;no;Upper Secondary;163;no;Degree;180;no;Aquarius
male;60;167;blue;brown;40;1;1;;no;Degree;155;no;Degree;167;no;Aquarius
female;57;170;blue;brown;37;1;3;2;no;Secondary;175;yes;Degree;176;no;Leo
male;73;174;black;black;42;1;3;1;no;Degree;156;no;Degree;170;no;Aquarius
male;75;184;graygreen;blonde;45;;;;yes;;;;;;;
female;70;176;blue;blonde;41;1;1;1;no;Degree;168;no;Degree;185;no;Leo
male;67;176;brown;white;42;1;1;;no;Degree;168;no;Degree;169;no;Aquarius
female;50;165;blue;blonde;38;2;4;4;no;Secondary;169;yes;Secondary;172;yes;Leo
female;47;163;gray;brown;40;4;3;4;yes;Secondary;160;yes;Upper Secondary;175;no;Sagittarius
male;80;189;black;black;46;2;2;3;no;Upper Secondary;180;no;;189;no;Aquarius
male;60;171;blue;darkblonde;41;3;3;1;yes;Secondary;165;no;Secondary;160;yes;Sagittarius
male;60;175;blue;blonde;40;1;3;3;yes;Degree;175;no;Degree;178;no;Capricorn
female;54;170;blue;brown;41;2;2;4;no;Secondary;176;no;Secondary;178;no;Pisces
female;53;164;blue;blonde;39;1;1;1;yes;Degree;168;no;Upper Secondary;170;yes;Aquarius
male;62;178;bluegreen;blonde;42;2;2;2;yes;Upper Secondary;156;no;Degree;175;no;Gemini
male;;;;;;;;;no;Secondary;;no;Upper Secondary;;no;Gemini
female;;168;brown;brown;;3;2;1;no;Upper Secondary;172;no;Degree;172;no;Pisces
male;;;blue;brown;;;;;no;Degree;;no;Degree;;no;Pisces
male;68;183;blue;darkbrown;42;3;3;2;yes;Upper Secondary;165;yes;Degree;184;no;Virgo
male;80;185;brown;brownblack;48;1;3;2;no;Secondary;;yes;Degree;;yes;Pisces
male;64;170;brown;brown;43;1;3;3;yes;Secondary;;no;Secondary;;no;Aries
male;;175;brown;brown;;1;3;3;yes;Upper Secondary;;no;Upper Secondary;;no;Taurus
male;69;181;brown;brown;46;1;3;;no;Degree;;no;Degree;;no;Aries
male;90;190;brown;black;46;4;4;4;yes;Secondary;;no;Secondary;;no;Scorpio
male;71;178;bluegreen;darkbrown;41;3;4;4;no;Degree;166;no;Degree;178;no;Virgo
male;90;190;blue;darkblonde;44;2;3;4;no;Upper Secondary;152;no;Upper Secondary;168;yes;Taurus
male;;;graygreen;brown;;;3;;no;Upper Secondary;;no;Upper Secondary;;yes;
male;72;182;blue;brown;43;;3;;no;Upper Secondary;;no;Secondary;182;no;Virgo
male;82;188;brown;brown;44;4;;;yes;Secondary;165;no;Upper Secondary;170;no;Sagittarius
male;76;188;brown;brown;45;;;;no;Degree;;no;Degree;;no;Scorpio
male;63;174;blue;darkbrown;43;1;;;no;Upper Secondary;;no;Upper Secondary;;yes;
male;;;blue;brown;34;2;;3;no;Degree;;no;Degree;;no;Scorpio
male;85;187;graygreen;brown;44;4;3;;yes;Upper Secondary;160;yes;Secondary;178;yes;Leo
female;66;172;brown;redbrown;39;2;1;2;yes;Degree;164;no;Degree;184;no;Libra
male;68;176;blue;brown;43;3;3;;no;Upper Secondary;178;yes;Secondary;180;yes;Cancer
male;95;188;gray;brown;46;3;3;4;no;Secondary;;no;Secondary;;yes;Gemini
male;77;172;green;brown;42;1;;1;;Upper Secondary;156;no;Upper Secondary;171;no;Pisces
male;76;183;bluegray;blonde;43;4;3;3;yes;Upper Secondary;173;no;Upper Secondary;179;no;Cancer
